Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Coimbatore,Anaimalai,Maize,Other,FAQ,1900,2100,2000,12-Feb-23
2,Coimbatore,Annur,Maize,Other,FAQ,1500,1700,1600,05-Feb-21
3,Coimbatore,Annur,Maize,Other,FAQ,1500,1700,1600,10-Sep-20
4,Coimbatore,Annur,Maize,Other,FAQ,1500,1700,1600,12-Feb-21
5,Coimbatore,Annur,Maize,Other,FAQ,1500,1700,1600,29-Jan-21
6,Coimbatore,Annur,Maize,Other,FAQ,1500,1700,1650,09-Feb-21
7,Coimbatore,Annur,Maize,Other,FAQ,1500,1750,1720,04-Jan-21
8,Coimbatore,Annur,Maize,Other,FAQ,1550,1700,1650,07-Aug-20
9,Coimbatore,Annur,Maize,Other,FAQ,1550,1700,1650,08-Apr-21
10,Coimbatore,Annur,Maize,Other,FAQ,1600,1660,1650,22-Jul-20
11,Coimbatore,Annur,Maize,Other,FAQ,1600,1700,1650,18-Mar-20
12,Coimbatore,Annur,Maize,Other,FAQ,1600,1700,1650,25-Jan-22
13,Coimbatore,Annur,Maize,Other,FAQ,1600,1700,1650,26-Mar-21
14,Coimbatore,Annur,Maize,Other,FAQ,1600,1700,1650,28-Jul-20
15,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,02-Jan-20
16,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,03-Jan-20
17,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,07-Jan-20
18,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,11-Oct-21
19,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,19-Feb-20
20,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,20-Jan-20
21,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,22-Jan-20
22,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,22-Sep-20
23,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1700,27-Jan-20
24,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1750,01-Mar-21
25,Coimbatore,Annur,Maize,Other,FAQ,1600,1800,1750,30-Jul-21
26,Coimbatore,Annur,Maize,Other,FAQ,1650,1750,1700,06-Jan-21
27,Coimbatore,Annur,Maize,Other,FAQ,1700,1800,1750,03-Jan-22
28,Coimbatore,Annur,Maize,Other,FAQ,1700,1800,1750,11-Mar-21
29,Coimbatore,Annur,Maize,Other,FAQ,1700,1800,1750,13-Jul-20
30,Coimbatore,Annur,Maize,Other,FAQ,1700,1800,1750,22-Dec-21
31,Coimbatore,Annur,Maize,Other,FAQ,1700,1850,1800,03-May-21
32,Coimbatore,Annur,Maize,Other,FAQ,1700,1850,1800,07-Jul-20
33,Coimbatore,Annur,Maize,Other,FAQ,1700,1850,1800,09-Mar-20
34,Coimbatore,Annur,Maize,Other,FAQ,1700,1850,1800,17-Dec-21
35,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,04-Dec-21
36,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,07-Oct-21
37,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,09-Nov-21
38,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,10-Dec-21
39,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,11-Nov-21
40,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,15-Sep-21
41,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,23-Aug-21
42,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,25-Nov-21
43,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,26-Nov-21
44,Coimbatore,Annur,Maize,Other,FAQ,1700,1900,1800,29-Nov-21
45,Coimbatore,Annur,Maize,Other,FAQ,1700,1950,1800,04-Feb-20
46,Coimbatore,Annur,Maize,Other,FAQ,1700,1950,1800,06-Sep-21
47,Coimbatore,Annur,Maize,Other,FAQ,1700,1950,1800,29-Jan-20
48,Coimbatore,Annur,Maize,Other,FAQ,1700,1950,1800,31-Jan-20
49,Coimbatore,Annur,Maize,Other,FAQ,1800,1880,1850,19-Apr-21
50,Coimbatore,Annur,Maize,Other,FAQ,1800,1900,1850,01-Oct-21
51,Coimbatore,Annur,Maize,Other,FAQ,1800,1950,1900,05-Feb-20
52,Coimbatore,Annur,Maize,Other,FAQ,1800,1950,1900,14-Feb-20
53,Coimbatore,Annur,Maize,Other,FAQ,1800,2000,1900,01-Mar-22
54,Coimbatore,Annur,Maize,Other,FAQ,1800,2000,1900,17-Sep-21
55,Coimbatore,Annur,Maize,Other,FAQ,1800,2000,1900,24-Sep-21
56,Coimbatore,Annur,Maize,Other,FAQ,1800,2000,1900,27-Oct-21
57,Coimbatore,Annur,Maize,Other,FAQ,1900,2100,2000,29-Sep-21
58,Coimbatore,Annur,Maize,Other,FAQ,2000,2200,2100,12-Jun-24
59,Coimbatore,Annur,Maize,Other,FAQ,2000,2200,2100,25-Aug-21
60,Coimbatore,Annur,Maize,Other,FAQ,2000,2200,2100,26-Aug-21
61,Coimbatore,Annur,Maize,Other,FAQ,2000,2350,2100,29-May-24
62,Coimbatore,Annur,Maize,Other,FAQ,2100,2300,2200,05-Oct-22
63,Coimbatore,Annur,Maize,Other,FAQ,2100,2300,2200,10-Jun-24
64,Coimbatore,Annur,Maize,Other,FAQ,2100,2300,2200,11-Apr-22
65,Coimbatore,Annur,Maize,Other,FAQ,2100,2300,2200,18-Jun-24
66,Coimbatore,Annur,Maize,Other,FAQ,2100,2350,2200,05-Jun-24
67,Coimbatore,Annur,Maize,Other,FAQ,2100,2350,2200,06-Jun-24
68,Coimbatore,Annur,Maize,Other,FAQ,2100,2350,2200,11-Jun-24
69,Coimbatore,Annur,Maize,Other,FAQ,2100,2350,2250,28-May-24
70,Coimbatore,Annur,Maize,Other,FAQ,2100,2380,2150,04-Jun-24
71,Coimbatore,Annur,Maize,Other,FAQ,2100,2380,2250,14-Jun-24
72,Coimbatore,Annur,Maize,Other,FAQ,2200,2280,2250,04-Jul-22
73,Coimbatore,Annur,Maize,Other,FAQ,2200,2300,2250,30-May-24
74,Coimbatore,Annur,Maize,Other,FAQ,2200,2380,2250,27-May-24
75,Coimbatore,Annur,Maize,Other,FAQ,2300,2380,2350,25-Apr-22
76,Coimbatore,Annur,Maize,Other,FAQ,2300,2380,2350,27-Apr-22
77,Coimbatore,Annur,Maize,Other,FAQ,2300,2400,2350,05-May-22
78,Coimbatore,Annur,Maize,Other,FAQ,2300,2400,2350,21-Apr-22
79,Coimbatore,Annur,Maize,Other,FAQ,2300,2450,2400,02-Jun-22
80,Coimbatore,Annur,Maize,Other,FAQ,2350,2400,2380,03-May-22
81,Coimbatore,Annur,Maize,Other,FAQ,2350,2400,2380,22-Apr-22
82,Coimbatore,Annur,Maize,Other,FAQ,2350,2450,2400,16-May-22
83,Coimbatore,Annur,Maize,Other,FAQ,2400,2520,2450,26-Apr-22
84,Coimbatore,Annur,Maize,Other,FAQ,2400,2530,2450,26-May-22
85,Coimbatore,Annur,Maize,Other,FAQ,2450,2500,2480,18-Apr-22
86,Coimbatore,Annur,Maize,Other,FAQ,2500,2600,2550,22-Jul-22
87,Coimbatore,Chengeri,Maize,Deshi Red,FAQ,1600,1800,1700,22-Feb-21
88,Coimbatore,Chengeri,Maize,Deshi Red,FAQ,2000,2200,2100,16-Feb-23
89,Coimbatore,Chengeri,Maize,Deshi Red,FAQ,2050,2150,2100,12-Jan-23
90,Coimbatore,Chengeri,Maize,Deshi Red,FAQ,2100,2300,2200,10-Feb-23
91,Coimbatore,Kianthukadavu,Maize,Other,FAQ,1410,1480,1450,07-Nov-20
92,Coimbatore,Kurichi(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,11-Dec-24
93,Coimbatore,Kurichi(Uzhavar Sandhai ),Maize,Deshi Red,Local,2200,2600,2600,14-Dec-24
94,Coimbatore,Kurichi(Uzhavar Sandhai ),Maize,Deshi Red,Local,2400,2800,2800,27-Dec-24
95,Coimbatore,Madathukulam,Maize,Other,FAQ,1210,1300,1250,16-Sep-20
96,Coimbatore,Madathukulam,Maize,Other,FAQ,1300,1400,1350,07-Nov-20
97,Coimbatore,Madathukulam,Maize,Other,FAQ,1300,1400,1350,17-Sep-20
98,Coimbatore,Madathukulam,Maize,Other,FAQ,1400,1450,1420,05-Oct-20
99,Coimbatore,Madathukulam,Maize,Other,FAQ,1400,1450,1425,18-Aug-20
100,Coimbatore,Madathukulam,Maize,Other,FAQ,1400,1450,1425,19-Jun-20
101,Coimbatore,Madathukulam,Maize,Other,FAQ,1650,1750,1700,01-Apr-20
102,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1720,1710,23-Jan-21
103,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1725,1710,25-Feb-21
104,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1725,1710,26-Feb-21
105,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1725,1710,26-Jan-21
106,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1725,1715,01-Mar-21
107,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1725,1715,05-Apr-21
108,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1725,1715,29-Mar-21
109,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1750,1725,02-Jul-20
110,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1750,1725,08-Feb-21
111,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1750,1725,15-Feb-21
112,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1750,1725,21-Jan-22
113,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1750,1725,22-Apr-21
114,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1750,1725,27-Apr-21
115,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1750,1725,30-Mar-21
116,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1800,1750,13-Jan-22
117,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1800,1750,31-Mar-20
118,Coimbatore,Madathukulam,Maize,Other,FAQ,1700,1900,1800,10-Oct-21
119,Coimbatore,Madathukulam,Maize,Other,FAQ,1725,1775,1750,24-May-21
120,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1775,1760,20-May-21
121,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1775,1760,21-May-21
122,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1775,1765,26-Apr-21
123,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1775,1765,27-Feb-21
124,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1775,1765,30-Apr-21
125,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1800,1775,23-Jul-20
126,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1800,1775,25-Jul-20
127,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1800,1775,26-Jul-21
128,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1800,1775,29-Jul-20
129,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1800,1775,31-Jul-20
130,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1950,1850,01-Oct-21
131,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1950,1850,19-Jan-20
132,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1950,1850,28-Sep-21
133,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1950,1850,29-Sep-21
134,Coimbatore,Madathukulam,Maize,Other,FAQ,1750,1950,1850,30-Sep-21
135,Coimbatore,Madathukulam,Maize,Other,FAQ,1800,2000,1900,17-Jan-20
136,Coimbatore,Madathukulam,Maize,Other,FAQ,1800,2000,1900,18-Jan-20
137,Coimbatore,Madathukulam,Maize,Other,FAQ,1800,2000,1900,24-Sep-21
138,Coimbatore,Madathukulam,Maize,Other,FAQ,1850,1900,1875,16-Feb-22
139,Coimbatore,Madathukulam,Maize,Other,FAQ,1900,1950,1925,01-Feb-22
140,Coimbatore,Madathukulam,Maize,Other,FAQ,1900,1950,1925,10-Feb-22
141,Coimbatore,Madathukulam,Maize,Other,FAQ,1900,2250,2100,19-Oct-23
142,Coimbatore,Madathukulam,Maize,Other,FAQ,1900,2250,2150,08-Nov-23
143,Coimbatore,Madathukulam,Maize,Other,FAQ,1900,2250,2150,17-Nov-23
144,Coimbatore,Madathukulam,Maize,Other,FAQ,1925,1975,1950,24-Feb-22
145,Coimbatore,Madathukulam,Maize,Other,FAQ,1950,2000,1975,03-Nov-22
146,Coimbatore,Madathukulam,Maize,Other,FAQ,1950,2000,1975,13-Dec-22
147,Coimbatore,Madathukulam,Maize,Other,FAQ,1950,2150,2050,23-May-23
148,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2100,2050,01-Mar-23
149,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2100,2050,04-Jul-23
150,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2100,2050,07-Oct-22
151,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2100,2050,22-Sep-22
152,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2100,2050,23-Sep-22
153,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2100,2050,26-Feb-23
154,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2100,2050,30-Sep-22
155,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2150,2100,21-Nov-22
156,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2200,2100,24-Mar-23
157,Coimbatore,Madathukulam,Maize,Other,FAQ,2000,2300,2150,06-Aug-23
158,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2170,2150,03-Mar-22
159,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2200,2150,02-Jun-24
160,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2200,2150,18-Sep-22
161,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2200,2150,19-Sep-22
162,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2200,2150,20-Sep-22
163,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2200,2150,21-Sep-22
164,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2300,2200,13-Jun-24
165,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2300,2200,24-Feb-24
166,Coimbatore,Madathukulam,Maize,Other,FAQ,2100,2300,2200,28-Jul-23
167,Coimbatore,Madathukulam,Maize,Other,FAQ,2150,2250,2200,09-Feb-23
168,Coimbatore,Madathukulam,Maize,Other,FAQ,2200,2250,2210,06-Jan-23
169,Coimbatore,Madathukulam,Maize,Other,FAQ,2200,2300,2250,05-Aug-23
170,Coimbatore,Madathukulam,Maize,Other,FAQ,2200,2300,2250,30-Jul-22
171,Coimbatore,Madathukulam,Maize,Other,FAQ,2250,2300,2270,24-Jan-23
172,Coimbatore,Madathukulam,Maize,Other,FAQ,2250,2300,2280,27-Jan-23
173,Coimbatore,Madathukulam,Maize,Other,FAQ,2250,2350,2300,17-Jul-22
174,Coimbatore,Madathukulam,Maize,Other,FAQ,2250,2400,2350,15-Sep-22
175,Coimbatore,Madathukulam,Maize,Other,FAQ,2300,2400,2350,13-Sep-22
176,Coimbatore,Madathukulam,Maize,Other,FAQ,2300,2400,2350,14-Sep-22
177,Coimbatore,Madathukulam,Maize,Other,FAQ,2300,2450,2350,16-Sep-22
178,Coimbatore,Madathukulam,Maize,Other,FAQ,2300,2450,2400,26-Aug-22
179,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2000,3000,3000,23-Nov-24
180,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,01-Aug-24
181,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,01-Nov-24
182,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,01-Oct-24
183,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,01-Sep-24
184,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,02-Aug-24
185,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,02-Dec-24
186,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,02-Oct-24
187,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,02-Sep-24
188,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,03-Aug-24
189,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,03-Dec-24
190,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,03-Nov-24
191,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,03-Oct-24
192,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,03-Sep-24
193,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,04-Aug-24
194,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,04-Dec-24
195,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,04-Nov-24
196,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,04-Oct-24
197,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,05-Aug-24
198,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,05-Dec-24
199,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,05-Nov-24
200,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,05-Oct-24
201,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,05-Sep-24
202,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,06-Aug-24
203,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,06-Dec-24
204,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,06-Nov-24
205,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,06-Sep-24
206,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,07-Aug-24
207,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,07-Dec-24
208,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,07-Nov-24
209,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,07-Oct-24
210,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,07-Sep-24
211,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,08-Aug-24
212,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,08-Dec-24
213,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,08-Nov-24
214,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,08-Oct-24
215,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,08-Sep-24
216,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,09-Aug-24
217,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,09-Dec-24
218,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,09-Nov-24
219,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,09-Oct-24
220,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,09-Sep-24
221,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,10-Aug-24
222,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,10-Dec-24
223,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,10-Nov-24
224,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,10-Oct-24
225,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,10-Sep-24
226,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,11-Aug-24
227,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,11-Dec-24
228,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,11-Nov-24
229,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,11-Oct-24
230,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,11-Sep-24
231,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,12-Aug-24
232,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,12-Dec-24
233,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,12-Nov-24
234,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,12-Oct-24
235,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,12-Sep-24
236,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,13-Aug-24
237,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,13-Dec-24
238,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,13-Nov-24
239,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,13-Oct-24
240,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,13-Sep-24
241,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,14-Aug-24
242,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,14-Dec-24
243,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,14-Nov-24
244,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,14-Oct-24
245,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,14-Sep-24
246,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,15-Aug-24
247,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,15-Dec-24
248,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,15-Nov-24
249,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,15-Oct-24
250,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,15-Sep-24
251,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,16-Aug-24
252,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,16-Dec-24
253,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,16-Jul-24
254,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,16-Nov-24
255,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,16-Oct-24
256,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,16-Sep-24
257,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,17-Aug-24
258,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,17-Dec-24
259,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,17-Jul-24
260,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,17-Nov-24
261,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,17-Oct-24
262,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,18-Aug-24
263,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,18-Dec-24
264,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,18-Jul-24
265,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,18-Nov-24
266,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,18-Oct-24
267,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,18-Sep-24
268,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,19-Aug-24
269,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,19-Dec-24
270,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,19-Jul-24
271,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,19-Nov-24
272,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,19-Oct-24
273,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,20-Aug-24
274,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,20-Dec-24
275,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,20-Jul-24
276,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,20-Nov-24
277,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,20-Oct-24
278,Coimbatore,Mettupalayam(Uzhavar Sandhai ),Maize,Deshi Red,Local,2500,3000,3000,20-Sep-24
